Sentiment	SentimentText
0	Class... The 50d is supposed to come today :)				
1	needs someone to explain lambda calculus to him! :(				
1	Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.				
0	SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......				
1	Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.				
0	Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!				
0	NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research 				
0	New blog post: Harvard Versus Stanford - Who Wins? 				
0	@ work til 6pm... lets go lakers!!!				
1	Damn you North Korea. 				
1	Can we just go ahead and blow North Korea off the map already?				
1	North Korea, please cease this douchebaggery. China doesn't even like you anymore. 				
1	Why the hell is Pelosi in freakin China? and on whose dime?				
1	Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where "bailout" means taking a handout!				
1	insects have infected my spinach plant :(				
1	wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects				
1	just got back from church, and I totally hate insects.				
1	Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it				
0	omgg i ohhdee want mcdonalds damn i wonder if its open lol =]				
1	History exam studying ugh				
1	I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good...				
1	Higher physics exam tommorow, not lookin forward to it much :(				
1	It's a bank holiday, yet I'm only out of work now. Exam season sucks:(				
1	Cheney and Bush are the real culprits - 				
1	Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC 				
1	Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. 				
1	"The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump." -- Neal Boortz (just now, on the radio)				
1	is Twitter's connections API broken? Some tweets didn't make it to Twitter...				
1	i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(				
0	I really liked @kswedberg's "Learning jQuery" book. is worth a look too				
0	jQuery UI 1.6 Book Review - 				
0	Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre 				
0	Goodby Silverstein agency new site! Great!				
0	RT Goodby, Silverstein's new site: I enjoy it. *nice find!*				
0	The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! Have to go play with After Effects now!				
0	top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy 				
0	zomg!!! I have a G2!!!!!!!				
0	Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! 				
0	just got a free G2 android at google i/o!!!				
0	Guess I'll be retiring my G1 and start using my developer G2 woot #googleio				
0	At GWT fireside chat @googleio				
0	I am happy for Philip being at GoogleIO today				
0	Lakers played great!  Cannot wait for Thursday night Lakers vs. ???				
0	Hi there, does anyone have a great source for advice on viral marketing?... 				
0	Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. 				
0	Here's A case study on how to use viral marketing to add over 10,000 people to your list 				
1	VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!				
0	watching Night at The Museum . Lmao				
0	i loved night at the museum!!!				
0	going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin				
0	just got back from the movies.  went to see the new night at the museum with rachel.  it was good				
0	Just saw the new Night at the Museum movie...it was...okay...lol 7\11				
0	Going to see night at the museum 2 with tall boy				
0	I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good				
0	no watching The Night At The Museum. Getting Really Good				
0	Night at the Museum, Wolverine and junk food - perfect monday!				
0	saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!				
0	I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.				
0	Taking Katie to see Night at the Museum.  (she picked it)				
1	Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL				
0	GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. 				
1	It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable				
1	Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.				
1	oh yes but if GM dies it will only be worth more boo hahaha				
1	Time Warner cable is down again 3rd time since Memorial Day bummer!				
1	I would rather pay reasonable yearly taxes for "free" fast internet, than get gouged by Time Warner for a slow connection.				
1	NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner				
1	F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!				
1	time warner has the worse customer service ever. I will never use them again				
1	Time warner is the devil. Worst possible time for the Internet to go out.				
1	Fuck no internet damn time warner!				
1	time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.				
1	I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.				
1	Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)				
1	Time Warner's HD line up is crap.				
1	is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!				
0	Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk)				
1	Time Warner Cable slogan: Where calling it a day at 2pm Happens.				
0	Rocawear Heads to China, Building 300 Stores  - 				
0	Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. 				
0	myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. 				
0	Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   				
0	GM CEO: China will continue to be key partner				
0	RT is now the time to buy a GM car? 				
1	Recovering from surgery..wishing was here :(				
0	My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!				
0	Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?				
1	THE DENTIST LIED! " U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!				
1	my dentist is great but she's expensive...=(				
0	Pet Dentist 				
0	is studing math ;) tomorrow exam and dentist :)				
1	my dentist was wrong... WRONG				
1	Going to the dentist later.:|				
1	Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?				
0	NCAA Baseball Super Regional - Rams Club 				
0	just started playing Major League Baseball 2K9. 				
0	Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.				
0	Sony coupon code.. Expires soon.. 				
0	waiting in line at safeway.				
1	luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?				
0	Did not realize there is a gym above Safeway!				
0	I have three words for you: "Safeway dot com"				
0	Safeway is very rock n roll tonight				
0	Bout to hit safeway I gotta eat				
0	Jake's going to safeway!				
0	Found a safeway. Picking up a few staples.				
0	Safeway Super-marketing via mobile coupons 				
1	The safeway bathroom still smells like ass!				
1	At safeway on elkhorn, they move like they're dead!				
0	Your Normal Weight (and How to Get There) ? Normal Eating Blog 				
0	Is Eating and Watching Movies....				
0	eating sashimi				
0	is eating  home made yema				
0	eating cake				
0	i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.				
1	Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! 				
0	iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. 				
0	is lovin his Nike  already and that's only from running on the spot in his bedroom				
0	Launched!  #imgsearch #ajax #jquery #webapp				
0	I finally got around to using jquery to make my bio collapse. Yay for slide animations.				
0	RT @jquery: The Ultimate jQuery List - 				
0	I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: 				
0	what was the php jquery hack?				
0	jQuery Cheat Sheet 				
0	Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery 				
0	right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.				
0	RT @blknprecious1: RT GREAT "Someone's sitting in the shade today because someone planted a tree a long time ago."- Warren Buffet				
0	Warren Buffet on the economy 				
0	Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune				
0	According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*				
0	All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. 				
0	it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2				
0	RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: The Top Electronic Book Reader Period, free 2 day ship ...				
1	Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.				
1	Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!				
1	we tried but Time Warner wasn't being nice so we recorded today. :)				
1	OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.				
1	wth..i have never seen a line this loooong at time warner before, ugh.				
1	Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon				
0	Man accosts Roger Federer during French Open 				
1	Naive Bayes using EM for Text Classification. Really Frustrating...				
0	We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.				
0	Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani tip @techmeme				
0	I'm going to bed. It was a successful weekend. Stanford, here I come.				
1	If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags				
1	Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.				
1	#at&amp;t is complete fail.				
1	OH SNAP YOU WORK AT AT&amp;T DON'T YOU				
1	i really dont want AT&amp;T phone service..they suck when it comes to having a signal				
1	I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)				
1	pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299				
1	Safari 4 is fast :) Even on my shitty AT&amp;T tethering.				
1	What is AT&amp;T fucking up?				
1	AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!				
1	yay, glad you got the phone! Still, damn you, AT&amp;T.				
0	Google Wave Developer Sandbox Account Request 				
1	Talk is Cheap: Bing that, I?ll stick with Google. 				
1	WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye				
0	have google profiles stopped showing up in searches? cant see them anymore				
0	I love Google Translator too ! :D Good day mate !				
0	reading on my new Kindle2!				
0	My Kindle2 came and I LOVE it! :)				
0	LOVING my new Kindle2.  Named her Kendra in case u were wondering. The "cookbook" is THE tool cuz it tells u all the tricks!  Best gift EVR!				
1	The real AIG scandal / 				
0	Any twitter to aprs apps yet?				
0	45 Pros You Should Be Following on Twitter - 				
0	Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.				
0	' Barack Obama shows his funny side " &gt;&gt; !! Great speech..				
0	I like this guy : ' Barack Obama shows his funny side " &gt;&gt; !!				
0	Obama's speech was pretty awesome last night! 				
0	Reading  "Bill Clinton Fail - Obama Win?" 				
0	Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. 				
0	Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;)				
1	LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? 				
0	is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals				
0	No, Lebron is the best				
0	LeBron is cool.  I like his personality...he has good character.				
0	Watching Lebron highlights. Damn that niggas good				
0	Lebron is MURDERING shit.				
0	LeBron is a monsta and he is only 24. SMH The world ain't ready.				
0	when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.				
0	KOBE IS GOOD BT LEBRON HAS MY VOTE				
1	Kobe is the best in the world not lebron .				
0	World Cup 2010 Access?? Damn, that's a good look!				
0	Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. 				
0	Share: Disruption...Fred Wilson's slides for his talk at Google HQ  				
1	I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :)				
0	The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election.				
0	I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.				
0	Such an awesome idea - the  continual learning program with a Kindle2  				
0	ok.. do nothing.. just thinking about 40D				
0	Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!				
0	The Times of India: The wonder that is India's election. 				
0	Good video from Google on using search options.				
1	lol. Ah my skin is itchy :( damn lawnmowing.				
1	itchy back!! dont ya hate it!				
0	Stanford Charity Fashion Show a top draw 				
0	Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - 				
0	Lyx is cool.				
0	SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!				
0	RT 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... 				
0	I love you DANNY GOKEY!! :)				
0	RT @justindavey: RT GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed 				
1	so tired. i didn't sleep well at all last night.				
1	Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.				
1	bonjour San Francisco. My back hurts from last night..				
0	breakers. in San Francisco, CA 				
0	Heading to San Francisco				
0	With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!				
1	F*** up big, or go home - AIG				
0	Went to see the Star Trek movie last night.  Very satisfying.				
0	I can't wait, going to see star trek tonight!!				
0	Star Trek was as good as everyone said!!				
0	am loving new malcolm gladwell book - outliers				
0	I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.				
1	Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot				
1	hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit				
0	RT @clashmore:  Great article by Malcolm Gladwell.				
0	I seriously underestimated Malcolm Gladwell.  I want to meet this dude.				
1	i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do				
1	Comcast sucks.				
1	The day I never have to deal with Comcast again will rank as one of the best days of my life.				
1	did comcast fail again??				
0	How do you use the twitter API?... 				
1	curses the Twitter API limit				
1	Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!				
0	testing Twitter API				
1	Arg. Twitter API is making me crazy.				
0	Testing Twitter API. Remote Update				
0	I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. 				
1	#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!				
0	Off to the NIKE factory!!!				
0	New nike muppet commercials are pretty cute. Why do we live together again?				
0	New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal 				
0	New blog post: Nike Trainer 1 				
1	oh those are awesome! i so wish they weren't owned by nike :(				
0	- AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...				
1	arhh, It's weka bug. = =" and I spent almost two hours to find that out. crappy me				
0	hey bud :) np I do so love my 50D, although I'd love a 5D mkII more				
0	just got us a 50D for the office. :D				
0	Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!				
0	Just got my new toy. Canon 50D. Love love love it!				
0	Learning about lambda calculus :)				
0	#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) 				
0	I'm moving to East Palo Alto!				
0	@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!				
0	Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around)				
0	#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 				
0	Ethics and nonprofits -  #stanford #socialentrepreneurship				
0	LAKERS tonight let's go!!!!				
0	Will the Lakers kick the Nuggets ass tonight?				
1	Oooooooh... North Korea is in troubleeeee! 				
1	Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: 				
1	Listening to Obama... Friggin North Korea...				
1	I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012				
1	Pelosi should stay in China and never come back.				
1	Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this				
1	ugh. the amount of times these stupid insects have bitten me. Grr..				
0	Prettiest insects EVER - Pink Katydids: 				
1	Just got barraged by a horde of insects hungry for my kitchen light. So scary.				
0	Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;)				
0	AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =]				
0	Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.				
0	Could go for a lot of McDonalds. i mean A LOT.				
0	my exam went good. @HelloLeonie: your prayers worked (:				
0	Only one exam left, and i am so happy for it :D				
1	Math review. Im going to fail the exam.				
1	Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly				
1	obviously not siding with Cheney here: 				
0	Absolutely hilarious!!! from @mashable:  				
0	I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) 				
0	Learning jQuery 1.3 Book Review - 				
0	RT @shrop: Awesome JQuery reference book for Coda! #webdesign				
0	I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them				
0	Adobe CS4 commercial by Goodby Silverstein: 				
0	Goodby, Silverstein's new site... I enjoy it.				
0	Wow everyone at the Google I/O conference got free G2's with a month of unlimited service				
0	dood I got a free google android phone at the I/O conference. The G2!				
0	the G2 is amazing btw, a HUGE improvement over the G0				
0	HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) #io2009 #googleio				
0	- Yay! Happy place! Place place!  I love Google!				
0	#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun.				
0	Awesome viral marketing for "Funny People" 				
0	Watching a programme about the life of Hitler, its only enhancing my geekiness of history.				
1	saw night at the museum out of sheer desperation. who is funding these movies?				
0	Night At The Museum 2? Pretty furkin good.				
0	Watching Night at the Museum - giggling.				
0	Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...				
0	About to watch Night at the Museum with Ryan and Stacy				
0	Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!				
1	Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh.				
0	just watched night at the museum 2! so stinkin cute!				
0	So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.				
0	I think I may have a new favorite restaurant. On our way to see "Night at the Museum 2".				
0	UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old.				
0	saw the new Night at the Museum and i loved it. Next is to go see UP in 3D				
1	It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?				
1	As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al				
0	Obama: Nationalization of GM to be short-term   (AP) 				
1	$GM good riddance.  sad though.				
1	I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. 				
1	Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala				
1	#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   				
1	Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good.				
1	The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..				
1	i own a GM car and it is junk as far as quality compared to a honda				
1	sad day...bankrupt GM				
1	is upset about the whole GM thing. life as i know it is so screwed up				
1	whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs				
0	Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 				
1	#WFTB Joining a bit late. My connection was down (boo time warner)				
1	Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.				
1	i am furious with time warner and their phone promotions!				
1	Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner				
1	could time-warner cable suck more?  NO.				
1	Pissed at Time Warner for causin me to have slow internet problems				
1	Ummm, having some Time Warner problems?				
1	You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. 				
1	RT The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside.				
1	RT @sportsguy33: New Time Warner slogan: "Time Warner, where we make you long for the days before cable."				
1	confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/				
1	Time Warner = epic fail				
0	Lawson to head Newedge Hong Kong #business #china				
0	Weird Piano Guitar House in China! 				
0	Send us your GM/Chevy photos 				
1	I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.				
1	GM files Bankruptcy, not a good sign...				
0	yankees won mets lost. its a good day.				
0	My dentist appt today was actually quite enjoyable.				
1	I hate the effing dentist.				
0	i had a dentist appt this morning and had the same conversation!				
1	I hate going to the dentist.. !!!				
1	i hate the dentist....who invented them anyways?				
1	this dentist's office is cold :/				
0	Check this video out -- David After Dentist 				
0	First dentist appointment [in years] on Wednesday possibly.				
0	Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: 				
0	BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... 				
0	Portland city politics may undo baseball park 				
0	RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county 				
0	dropped her broccoli walking home from safeway! ;( so depressed				
0	we don't have Safeway.				
0	Just applied at Safeway!(: Yeeeee!				
1	@ Safeway. Place is a nightmare right now. Bumming.				
0	at safeway with dad				
1	HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;				
0	Safeway with Marvin, Janelle, and Auntie Lhu				
0	Safeway offering mobile coupons 				
0	Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - 				
0	Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.				
0	Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.				
0	eating breakfast and then school				
0	still hungry after eating....				
0	10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... 				
0	with the boyfriend, eating a quesadilla				
0	Eating dinner. Meat, chips, and risotto.				
0	got a new pair of nike shoes. pics up later				
0	Nike SB Blazer High "ACG" Custom - Brad Douglas - 				
0	Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @muchasmuertes				
0	Nike Air Yeezy Khaki/Pink Colorway Release - 				
0	have you tried Nike  ? V. addictive.				
0	That looks an awful lot like one of Nike's private jets....I'm just sayin....				
0	The Nike Training Club (beta) iPhone app looks very interesting.				
1	argghhhh why won't  my jquery appear in safari bad safari !!!				
0	DevSnippets : jQuery Tools - Javascript UI Components for the Web... 				
0	all about Ajax,jquery ,css ,JavaScript and more... (many examples) 				
0	I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js				
0	This is cold.. I was looking at google's chart//visualization API and found this jQuery "wrapper" for the API...  				
0	I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.				
0	jquery Selectors 				
0	How to implement a news ticker with jQuery and ten lines of code 				
0	What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. 				
0	SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. 				
0	I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul				
0	reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio				
0	I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it.				
1	I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. 				
0	I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis				
1	I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.				
0	I love my Kindle2. No more stacks of books to trip over on the way to the loo.				
1	Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.				
1	- its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)				
0	oh I see. I thought AT&amp;T were 900MHz WCDMA?				
0	Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?				
1	Fuzzball is more fun than AT&amp;T ;P 				
1	Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass				
0	GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave				
1	looks like summize has gone down. too many tweets from WWDC perhaps?				
0	I hope the girl at work  buys my Kindle2				
0	Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 @wroush				
0	Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen				
1	Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? 				
0	I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.				
0	The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?				
0	I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.				
0	My primary debit card is Visa Electron.				
0	Off to the bank to get my new visa platinum card				
1	dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?				
0	has a date with bobby flay and gut fieri from food network				
0	Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!				
0	Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.				
0	can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.				
0	My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.				
1	Fighting with LaTex. Again...				
0	we love you too and don't want you to die!!!!!!  Latex = the devil				
1	7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.				
0	How to Track Iran with Social Media: 				
1	Shit's hitting the fan in Iran...craziness indeed #iranelection				
1	Monday already. Iran may implode. Kitchen is a disaster. seems happy. had a nice weekend and is great. whoop.				
0	Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)				
0	getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.				
0	is Bobby Flay joining you?				
0	i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: you need a place in Phoenix. We have great peppers here!				
1	I just created my first LaTeX file from scratch. That didn't work out very well. (See , it's a great time waster)				
0	using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!				
0	After using LaTeX a lot, any other typeset mathematics just looks hideous.				
0	Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] 				
1	On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now.				
0	Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.				
1	Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect				
1	Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...				
1	This is a rude movie
0	This is awesome
